,ANP,PPP,IND,AQP,JUI,PTI,PPP-SB,NPP-WG,HPG,PKMAP,TIP,PAP,PML-N,PML-J,JUI-S,PML-J Chattha,JUP-Noorani,PPP-ZAB,PML-Q Shuja,NPP,JMP,PSL,MJAH,MIP,PDP,KT,TI,AI,WP,SI,AIMP,SNP,JWP,PMI,UNA,MQM-H,MKP-KBG,AT,PKQP,PML-F,MWM,PakNP,ST,BNP,BNM,KJPP,JQM,JIP,District
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14141819955806811,0.4947915172037765,0.0,0.3637902832381554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,battagram
11,0.0,0.0345658817958762,0.0,0.0,0.0664629159312987,0.0,0.010417115061770909,0.0,0.0,0.0,0.0,0.0,0.3531488097800353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kohistan
12,0.0,0.03077149546382958,0.0,0.0,0.10619713177271785,0.011772622228499908,0.0,0.0,0.0,0.0,0.0,0.0,0.4362775241687849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dera
13,0.0,0.0,0.0,0.0,0.28291927429041025,0.08263796700170681,0.005452304191162526,0.0,0.0067166066123016625,0.0,0.0,0.0,0.30137808963904167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bannu
14,0.0,0.0,0.0,0.0,0.0768259461481802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41823432439700226,0.414107165822918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lakki
15,0.1973082379577816,0.12508289778798642,0.0,0.0,0.056055812236576685,0.09416999337663999,0.0,0.0,0.0,0.0,0.0,0.006503601226556372,0.38209596347782543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,swat
16,0.34900589838756874,0.20872283738622888,0.11969260622487796,0.0,0.051622441593642675,0.036807170468020886,0.0,0.0,0.0,0.0,0.0,0.23414904593966088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,buner
17,0.0,0.2442494854013869,0.0,0.0,0.13065808669237994,0.0,0.13943124362996862,0.0,0.0,0.0,0.0,0.0,0.48566118427626453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chitral
18,0.0,0.3563110811222602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507759615175326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,upper
19,0.0,0.3307459603039917,0.0,0.0,0.0,0.03314395336825795,0.0,0.0,0.0,0.0,0.0,0.05648933815391426,0.49401608499963107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,malakand
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tribal
21,0.0,0.28644228831370744,0.0039059875814547165,0.0,0.0,0.05631531972475744,0.0,0.0,0.005537481165846121,0.0,0.0,0.0,0.6477989232142343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,islamabad
22,0.0,0.2336150253697923,0.0394765016428545,0.0,0.0,0.02632904751011661,0.0020077034183919114,0.0,0.001987305546229236,0.0,0.0,0.0,0.6415995860532755,0.0012417633410672854,0.0,0.040181636947613245,0.00029963740686137787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rawalpindi
23,0.0,0.36062440284850295,0.0,0.0,0.0,0.029588439299800436,0.0,0.0,0.0,0.0,0.0,0.0,0.5835945297297448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attock
24,0.0,0.1314743793308417,0.00631599141143224,0.0,0.0,0.01777495805583,0.0,0.0,0.0,0.0,0.0,0.0,0.6600802472474597,0.0,0.0,0.16828501649093552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chakwal
